24.51,28.43,47.06,37.19,-22.55,18.72
35.21,16.9,47.89,36.88,-12.68,24.39
28.85,16.35,54.81,35.74,-25.96,33.64
39.47,21.05,39.47,35.21,0,21.71
44.58,21.69,33.73,34.53,10.85,14.98
51.47,20.59,27.94,37.03,23.53,17.67
50,23.68,26.32,38.48,23.68,13.86
48.65,18.92,32.43,40.34,16.22,19.94
50.56,28.09,21.35,43.60,29.21,14.03
51.06,17.02,31.91,45.58,19.15,13.02
52.94,29.41,17.65,48.59,35.29,13.93
41.38,34.48,24.14,48.83,17.24,18.69
42.86,27.14,30,48.62,12.86,20.80
40,28,32,47.18,8,22.12
32.43,29.73,37.84,44.99,-5.41,25.99
38.1,19.05,42.86,43.67,-4.76,23.78
29.17,41.67,29.17,40.99,0,23.12
25,31.82,43.18,37.74,-18.18,30.65
25.53,26.6,47.87,34.31,-22.34,30.56
22.86,51.43,25.71,31.99,-2.85,33.54
21.9,40,38.1,29.37,-16.2,41.42
21.05,21.05,57.89,27.01,-36.84,36.29
26.02,26.83,47.15,26.20,-21.13,38.20
33.33,27.27,39.39,25.61,-6.06,38.70
34.29,14.29,51.43,26.25,-17.14,39.75
42.86,19.05,38.1,28.48,4.76,28.57
39.42,27.88,32.69,30.22,6.73,25.45
32.35,29.41,38.24,31.40,-5.89,27.85
38.46,30.77,30.77,33.47,7.69,31.70
46.3,22.22,31.48,36.63,14.82,28.21
63,18,19,41.25,44,22.31
48.57,25.71,25.71,43.16,22.86,22.41
52.8,28.8,18.4,45.47,34.4,20.03
62.79,20.93,16.28,47.96,46.51,16.45
38.46,25.96,35.58,47.84,2.88,17.90
62.86,22.86,14.29,51.66,48.57,15.71
52,28.8,19.2,53.35,32.8,14.07
50,20.83,29.17,53.81,20.83,13.42
56.41,7.69,35.9,52.99,20.51,12.22
71.43,20,8.57,55.84,62.86,17.19
41.18,23.53,35.29,54.39,5.89,15.74
43.24,25.68,31.08,51.95,12.16,12.04
51.26,20.17,28.57,53.55,22.69,11.89
52,17.33,30.67,52.19,21.33,9.53
51.54,32.31,16.15,52.13,35.39,11.76
45.45,22.08,32.47,51.56,12.98,12.38
50.56,25.84,23.6,50.83,26.96,8.59
62.96,18.52,18.52,49.77,44.44,10.28
56.7,20.62,22.68,51.71,34.02,9.62
62.3,21.31,16.39,54.10,45.91,8.27
58.14,24.42,17.44,54.96,40.7,10.08
62.75,17.65,19.61,56.30,43.14,8.64
57.28,20.39,22.33,57.02,34.95,12.57
50,21.43,28.57,57.59,21.43,8.25
57.58,19.19,23.23,58.46,34.35,10.02
60.34,25.86,13.79,58.14,46.55,6.39
52.78,30.56,16.67,57.65,36.11,7.11
57.81,23.44,18.75,57.09,39.06,7.37
57.58,25.76,16.67,57.02,40.91,8.69
53.33,32.22,14.44,55.84,38.89,9.86
53.23,25.81,20.97,55.33,32.26,13.38
60.38,18.87,20.75,56.63,39.63,11.68
69.37,16.22,14.41,58.10,54.96,11.89
55.26,23.68,21.05,57.47,34.21,10.12
60.2,20.41,19.39,58.40,40.81,12.01
65.52,17.24,17.24,59.36,48.28,10.37
